what,kind,bundleId,bundleVersion,description,time
activated,view,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.svnproperties.SvnPropertiesView",1283130396236
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.showsvnproperties",1283130396288
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1283130400839
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130405602
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130408036
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130408063
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130408104
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.ignore",1283130408110
activated,view,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.svnproperties.SvnPropertiesView",1283130420009
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.showsvnproperties",1283130420028
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1283130423959
executed,command,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.synchronizeLast",1283130425850
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130426149
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130428511
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1283130432191
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1283130432200
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283130433162
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.synchronize",1283130436291
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130436573
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130438466
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1283130438513
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130438732
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130439061
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283130443509
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130447514
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130449455
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.commit",1283130449466
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.update",1283130453665
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130453966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130455612
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1283130460027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130466163
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130467356
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.ignore",1283130467636
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130473760
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130475749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130475791
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130476096
executed,command,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui.commit",1283130476102
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130476142
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130480374
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283130484944
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130492144
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283130704724
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1283130707461
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1283130707470
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1283130709306
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1283130709315
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283130714776
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283130718817
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283130718890
